Timestamp,actual_peak_load,forecast_peak_load,actual_avg_load,forecast_avg_load,error_percent
2025-06-01,,1661.826889063379,,1500.9557320671602,
2025-07-01,,1648.4329046201194,,1499.4043465601362,
2025-08-01,,1643.0774176990456,,1498.9421296769676,
2025-09-01,,1618.5773002710264,,1501.41787760898,
2025-10-01,,1670.142205283484,,1499.0419661920134,
2025-11-01,,1630.569506813306,,1500.850441301353,
