Timestamp,actual_load,forecast_load,error,error_percent
2024-06-22 00:00:00,1423.96683575,1424.7655,-0.7986671796874703,0.07266195297429331
2024-06-22 01:00:00,1583.840356,1583.4514,0.38897050195311067,0.03402597975457375
2024-06-22 02:00:00,1631.2642905,1630.3677,0.8966757539062655,0.06987623748086004
2024-06-22 03:00:00,1569.386872,1568.8599,0.5269476835937326,0.08801487345750783
2024-06-22 04:00:00,1510.80021675,1510.697,0.10322578320312914,0.06942205115431993
2024-06-22 05:00:00,1530.32508225,1529.0747,1.250405736328105,0.07722614090542007
2024-06-22 06:00:00,1438.72380725,1439.0681,-0.344277466796882,0.05609773883906534
2024-06-22 07:00:00,1406.39340825,1407.2024,-0.8089843281250637,0.057497594928707055
2024-06-22 08:00:00,1480.999829,1479.5757,1.4242064414062838,0.09807069549828933
2024-06-22 09:00:00,1505.5874285,1506.2322,-0.6447797519530809,0.09579651951006686
2024-06-22 10:00:00,1570.3776035,1571.7639,-1.3863430332031612,0.0911602069791294
2024-06-22 11:00:00,1471.29815425,1472.6375,-1.3392664042968931,0.09400395915189433
2024-06-22 12:00:00,1525.11589575,1526.2065,-1.0907082539062571,0.10819991276568719
2024-06-22 13:00:00,1381.012731,1381.8694,-0.8565927304687762,0.10095631335589353
2024-06-22 14:00:00,1402.643486425,1404.6814,-2.0379558357421956,0.18488601465050952
2024-06-22 15:00:00,1484.76264475,1485.9116,-1.1490068613281323,0.10050146216947557
2024-06-22 16:00:00,1651.09247875,1652.5258,-1.433278085937502,0.08516753159316383
2024-06-22 17:00:00,1456.90609,1457.8746,-0.9685743066406189,0.11480899328619434
2024-06-22 18:00:00,1441.8954107499999,1442.398,-0.5025995039063105,0.05421957026551609
2024-06-22 19:00:00,1461.5206575,1461.4224,0.09826370117190208,0.01551684994853065
2024-06-22 20:00:00,1444.9853,1444.6829,0.302499707031302,0.041911573559772104
2024-06-22 21:00:00,1474.032416,1473.395,0.637335433593762,0.0673166043912163
2024-06-22 22:00:00,1493.07476875,1493.3853,-0.3105156738281494,0.051985168240513226
2024-06-22 23:00:00,1592.8076377500001,1593.4507,-0.6430763613280988,0.048013287809910946
