Timestamp,actual_load,forecast_load,error,error_percent
2024-06-22 00:00:00,1278.173351,1279.6168,-1.4434702890625886,0.11293227854682354
2024-06-22 00:15:00,1348.864113,1349.7473,-0.8832014531249115,0.06547742241882236
2024-06-22 00:30:00,1501.601296,1502.8867,-1.2854227499999524,0.0856034656752156
2024-06-22 00:45:00,1567.228583,1566.8112,0.4174257734375715,0.026634645256311755
2024-06-22 01:00:00,1549.482507,1549.1528,0.3296749687499414,0.021276456317550502
2024-06-22 01:15:00,1550.342414,1550.3633,-0.02086725000003753,0.0013459768507654033
2024-06-22 01:30:00,1700.69187,1699.1208,1.5710203906251081,0.09237536900938488
2024-06-22 01:45:00,1534.844633,1535.1686,-0.3239461015625693,0.021106116840594203
2024-06-22 02:00:00,1650.066214,1648.575,1.4912628281249454,0.09037593858187715
2024-06-22 02:15:00,1618.219386,1618.4274,-0.20798216406251413,0.012852531978164926
2024-06-22 02:30:00,1618.336982,1615.7572,2.5797798515625345,0.15940931216775064
2024-06-22 02:45:00,1638.43458,1638.7109,-0.27635749999990367,0.016867167195647424
2024-06-22 03:00:00,1540.708301,1542.3098,-1.6015134531251078,0.10394657133252559
2024-06-22 03:15:00,1240.287924,1238.9457,1.3422452890624754,0.1082204593860478
2024-06-22 03:30:00,1676.111599,1674.0259,2.0857200937500693,0.12443802041549319
2024-06-22 03:45:00,1820.439664,1820.1583,0.2813388046874934,0.01545444269596476
2024-06-22 04:00:00,1282.310252,1283.9149,-1.6046649921875087,0.12513859182555367
2024-06-22 04:15:00,1676.59328,1674.6118,1.9814635937500498,0.1181839160031734
2024-06-22 04:30:00,1505.810162,1506.0574,-0.24721104687500883,0.016417145607960697
2024-06-22 04:45:00,1578.487173,1578.2039,0.2833155781249843,0.01794855118059197
2024-06-22 05:00:00,1731.685739,1729.479,2.2067350937500123,0.12743276935596523
2024-06-22 05:15:00,1683.23093,1681.5044,1.726535468749944,0.10257270336340267
2024-06-22 05:30:00,1366.962128,1366.3883,0.5738223359373933,0.041977924931757386
2024-06-22 05:45:00,1339.421532,1338.927,0.4945300468750702,0.036921165970554976
2024-06-22 06:00:00,1380.018488,1380.9827,-0.9641780156250661,0.06986703613097292
2024-06-22 06:15:00,1410.959547,1412.2831,-1.3235340546875705,0.09380382715448402
2024-06-22 06:30:00,1514.13318,1513.4204,0.7127698437500385,0.047074448480815836
2024-06-22 06:45:00,1449.784014,1449.5862,0.19783235937507015,0.013645643589988581
2024-06-22 07:00:00,1408.240625,1409.6296,-1.389013671875091,0.09863468268252033
2024-06-22 07:15:00,1372.856938,1373.6842,-0.8272661015625999,0.06025872606710023
2024-06-22 07:30:00,1527.963114,1528.5676,-0.604512953125095,0.039563321102861065
2024-06-22 07:45:00,1316.512956,1316.9281,-0.41514458593746895,0.03153364986234659
2024-06-22 08:00:00,1645.939908,1644.9519,0.9880037031250595,0.06002671776308005
2024-06-22 08:15:00,1526.603754,1525.9062,0.6975039999999808,0.04568991777809953
2024-06-22 08:30:00,1165.279543,1163.8008,1.4787617500001033,0.12690188881142173
2024-06-22 08:45:00,1586.176111,1583.6436,2.5325563124999917,0.159664257640556
2024-06-22 09:00:00,1633.93584,1634.18,-0.24421371093740163,0.01494634642064046
2024-06-22 09:15:00,1744.335167,1742.9011,1.4340439531249558,0.08221149124633545
2024-06-22 09:30:00,1340.605115,1342.0726,-1.467516835937431,0.10946674897159639
2024-06-22 09:45:00,1303.473592,1305.775,-2.3014324140624467,0.17656149140169514
2024-06-22 10:00:00,1620.128798,1620.7185,-0.5897078593750393,0.03639882582810798
2024-06-22 10:15:00,1425.90429,1428.4014,-2.4970771875000537,0.17512235603836032
2024-06-22 10:30:00,1577.074938,1578.6409,-1.5659311406250254,0.09929338821469658
2024-06-22 10:45:00,1658.402388,1659.295,-0.8926559453125265,0.05382625783535271
2024-06-22 11:00:00,1485.387223,1487.4972,-2.109969382812551,0.14204844030845357
2024-06-22 11:15:00,1528.863825,1529.913,-1.0491388671875939,0.06862212644658486
2024-06-22 11:30:00,1296.315935,1298.2052,-1.8892651953124187,0.14574110711000546
2024-06-22 11:45:00,1574.625634,1574.9343,-0.3086921718750091,0.019604162742533446
2024-06-22 12:00:00,1586.213967,1587.2012,-0.9872048750000886,0.06223655165936946
2024-06-22 12:15:00,1406.135155,1408.6373,-2.5021741015625594,0.17794691304496682
2024-06-22 12:30:00,1532.700438,1534.6276,-1.9271254765624235,0.1257339939875729
2024-06-22 12:45:00,1575.414023,1574.3604,1.0536714375000429,0.06688219237083957
2024-06-22 13:00:00,1618.687506,1617.6713,1.0162413515624849,0.06278181228900429
2024-06-22 13:15:00,1298.271738,1299.798,-1.5262356328125861,0.11755902775514213
2024-06-22 13:30:00,1309.810846,1311.6042,-1.7934020468749168,0.13692068991119935
2024-06-22 13:45:00,1297.280834,1298.4038,-1.1229745937500866,0.08656372346822837
2024-06-22 14:00:00,1396.705983,1399.8235,-3.11750332812494,0.22320397893827448
2024-06-22 14:15:00,903.4084197,907.4766,-4.068203835156282,0.4503172370816772
