Timestamp,actual_peak_load,forecast_peak_load,actual_avg_load,forecast_avg_load,error_percent
2024-06-01,1917.784751,1916.1114501953125,1497.2005583927084,1497.562479019165,0.0782223846946046
2025-01-01,1980.779698,1980.4979,1481.7756262083333,1482.2939541666667,0.07322958685761957
